Project ID	Street	Zip
STAGG 1 - AMANDA'S COVE.HPO.FY19	3217 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	3219 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	3221 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	3223 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	3225 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	3227 HONE AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	2906 ELY AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	2900 ELY AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	4187 LACONIA AVENUE	10466
STAGG 1 - AMANDA'S COVE.HPO.FY19	2904 ELY AVENUE	10469
STAGG 1 - AMANDA'S COVE.HPO.FY19	2902 ELY AVENUE	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	2540 WILLIAMSBRIDGE ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4005A DEREIMER AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4005 DEREIMER AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4003 DEREIMER AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	2555 WILLIAMSBRIDGE ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3438 EASTCHESTER ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3436 EASTCHESTER ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3440 EASTCHESTER ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3444 EASTCHESTER ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	740 EAST 222 STREET	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3442 EASTCHESTER ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4432 MONTICELLO AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4436 MONTICELLO AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3647 PAULDING AVENUE	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	742 EAST 222 STREET	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3645 PAULDING AVENUE	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3055 OLINVILLE AVENUE	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3059 OLINVILLE AVENUE	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3051 OLINVILLE AVENUE	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	1010 EAST 224 STREET	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	1012 EAST 224 STREET	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4001 DE REIMER AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	1451 KNAPP STREET	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	2536 WILLIAMSBRIDGE ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	1122 EAST 222 STREET	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	1455 KNAPP STREET	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3920 MURDOCK AVENUE	10466
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	3215 CRUGER AVENUE	10467
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	2538 WILLIAMSBRIDGE ROAD	10469
STAGG 2 - JUSTIN'S CORNER.HPO.FY19	4712 RICHARDSON AVENUE	10470
STAGG 3 - MICKEY'S CORNER.HPO.FY19	848 EAST 228 STREET	10466
STAGG 3 - MICKEY'S CORNER.HPO.FY19	677 EAST 241 STREET	10470
STAGG 3 - MICKEY'S CORNER.HPO.FY19	3709 LACONIA AVENUE	10469
STAGG 3 - MICKEY'S CORNER.HPO.FY19	914 EAST 230 STREET	10466
STAGG 3 - MICKEY'S CORNER.HPO.FY19	924 EAST 230 STREET	10466
STAGG 3 - MICKEY'S CORNER.HPO.FY19	4129 SETON AVENUE	10466
STAGG 3 - MICKEY'S CORNER.HPO.FY19	722 EAST 220 STREET	10467
STAGG 3 - MICKEY'S CORNER.HPO.FY19	720 EAST 220 STREET	10467
STAGG 3 - MICKEY'S CORNER.HPO.FY19	3250 WICKHAM AVENUE	10469
STAGG 3 - MICKEY'S CORNER.HPO.FY19	3248 WICKHAM AVENUE	10469
STAGG 3 - MICKEY'S CORNER.HPO.FY19	746 EAST 227 STREET	10466
STAGG 3 - MICKEY'S CORNER.HPO.FY19	748 EAST 227 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	936 EAST 224 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	938 EAST 224 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	736 EAST 220 STREET	10467
STAGG 4 - TYLER'S BRONX.HPO.FY19	717 EAST 220 STREET	10467
STAGG 4 - TYLER'S BRONX.HPO.FY19	715 EAST 220 STREET	10467
STAGG 4 - TYLER'S BRONX.HPO.FY19	738 EAST 220 STREET	10467
STAGG 4 - TYLER'S BRONX.HPO.FY19	934 EAST 225 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	940 EAST 225 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	933 EAST 224 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	935 EAST 224 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	621 EAST 231 STREET	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	4152 CARPENTER AVENUE	10466
STAGG 4 - TYLER'S BRONX.HPO.FY19	2512 CRUGER AVENUE	10467
STAGG 4 - TYLER'S BRONX.HPO.FY19	2514 CRUGER AVENUE	10467
STAN GREEN APARTMENTS	314 EVERGREEN AVENUE	11221
STAN GREEN APARTMENTS	316 EVERGREEN AVENUE	11221
STANHOPE ESTATES APARTMENTS	85 STANHOPE STREET	11221
STANHOPE ESTATES APARTMENTS	83 STANHOPE STREET	11221
STANLEY COMMONS	924 HENDRIX PLACE	11207
STANLEY COMMONS	910 HENDRIX PLACE	11207
STANLEY COMMONS	879 VAN SICLEN AVENUE	11207
STANLEY COMMONS	869 VAN SICLEN AVENUE	11207
STANLEY COMMONS	656 STANLEY AVENUE	11207
STANLEY COMMONS	271 WORTMAN AVENUE	11207
STARRETT CITY	180 BETHEL LOOP	11239
STARRETT CITY	1260 CROTON LOOP	11239
STARRETT CITY	1420 FREEPORT LOOP	11239
STARRETT CITY	1155 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1445 GENEVA LOOP	11239
STARRETT CITY	175 ARDSLEY LOOP	11239
STARRETT CITY	185 ARDSLEY LOOP	11239
STARRETT CITY	190 BETHEL LOOP	11239
STARRETT CITY	200 BETHEL LOOP	11239
STARRETT CITY	1280 CROTON LOOP	11239
STARRETT CITY	1275 DELMAR LOOP	11239
STARRETT CITY	1285 DELMAR LOOP	11239
STARRETT CITY	1305 DELMAR LOOP	11239
STARRETT CITY	135 ELMIRA LOOP	11239
STARRETT CITY	145 ELMIRA LOOP	11239
STARRETT CITY	1430 FREEPORT LOOP	11239
STARRETT CITY	1440 FREEPORT LOOP	11239
STARRETT CITY	1455 GENEVA LOOP	11239
STARRETT CITY	1465 GENEVA LOOP	11239
STARRETT CITY	1475 GENEVA LOOP	11239
STARRETT CITY	1490 HORNELL LOOP	11239
STARRETT CITY	1500 HORNELL LOOP	11239
STARRETT CITY	1520 HORNELL LOOP	11239
STARRETT CITY	605 LOUISIANA AVENUE	11239
STARRETT CITY	855 LOUISIANA AVENUE	11239
STARRETT CITY	1201 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1230 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1255 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1310 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1325 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1425 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1460 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1515 PENNSYLVANIA AVENUE	11239
STARRETT CITY	1530 PENNSYLVANIA AVENUE	11239
STARRETT CITY	120 SCHROEDERS AVENUE	11239
STARRETT CITY	125 SCHROEDERS AVENUE	11239
STARRETT CITY	130 SCHROEDERS AVENUE	11239
STARRETT CITY	160 SCHROEDERS AVENUE	11239
STARRETT CITY	11245 SEAVIEW AVENUE	11239
STARRETT CITY	11275 SEAVIEW AVENUE	11239
STARRETT CITY	11325 SEAVIEW AVENUE	11239
STARRETT CITY	45 TWIN PINES DRIVE	11239
STARRETT CITY	130 VANDALIA AVENUE	11239
STARRETT CITY	20 VANDALIA AVENUE	11239
STARRETT CITY	225 VANDALIA AVENUE	11239
STARRETT CITY	50 VANDALIA AVENUE	11239
STEVENSON COMMONS	1850 LAFAYETTE AVENUE	10473
STEVENSON COMMONS	1880 LAFAYETTE AVENUE	10473
STEVENSON COMMONS	751 WHITE PLAINS ROAD	10473
STEVENSON COMMONS	711 WHITE PLAINS ROAD	10473
STEVENSON COMMONS	741 WHITE PLAINS ROAD	10473
STEVENSON COMMONS	1870 LAFAYETTE AVENUE	10473
STEVENSON COMMONS	1856 LAFAYETTE AVENUE	10473
STEVENSON COMMONS	1890 LAFAYETTE AVENUE	10473
STEVENSON COMMONS	731 WHITE PLAINS ROAD	10473
STORY AVENUE WEST	1520 STORY AVENUE	10473
STRIVERS PLAZA	275 WEST 140 STREET	10030
STRIVERS PLAZA II	2312 ADAM C POWELL BOULEVARD	10030
STRIVERS PLAZA II	2518 FREDERICK DOUGLASS BOULEVARD	10030
STRIVERS PLAZA II	2540 FREDERICK DOUGLASS BOULEVARD	10030
STRIVERS PLAZA II	488 ST NICHOLAS AVENUE	10030
STRIVERS PLAZA II	490 ST NICHOLAS AVENUE	10030
STRIVERS PLAZA II	216 WEST 135 STREET	10030
STRIVERS PLAZA II	229 WEST 135 STREET	10030
STRIVERS PLAZA II	231 WEST 135 STREET	10030
STRIVERS PLAZA II	233 WEST 135 STREET	10030
STRIVERS PLAZA II	235 WEST 135 STREET	10030
STRYCKER'S BAY	689 COLUMBUS AVENUE	10025
STRYCKER'S BAY	66 WEST 94 STREET	10025
STUYPARK APARTMENTS (20140270)	77 NEW YORK AVENUE	11216
SUNNYSIDE POINT	47-18 GREENPOINT AVENUE	11104
SUNSET GARDENS HDFC.HUDMF	405 44 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	4702 4 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5502 4 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5609 4 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	4920 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	4924 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5203 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5207 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5211 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5213 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5302 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5305 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5314 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5319 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	438 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	441 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	558 50 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	448 51 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	523 51 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	334 53 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	224 54 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	213 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	217 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	370 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	565 56 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5205 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5301 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	323 43 STREET	11232
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	440 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	444 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	218 54 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	220 54 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	374 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	364 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	368 55 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	5209 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	4902 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	517 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	4906 6 AVENUE	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	549 49 STREET	11220
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	317 43 STREET	11232
SUNSET PARK APARTMENTS HDFC.HUDMF.FY17	378 55 STREET	11220
SUS. 1434 UNDERCLIFF AVE	1434 UNDERCLIFF AVENUE	10452
SUS. 1674 Broadway and 768 Decatur. Henry Apts.	8 ROCKAWAY AVENUE	11233
SUS. 1674 Broadway and 768 Decatur. Henry Apts.	1672 BROADWAY	11207
SUS. 1769 JEROME AVE	1769 JEROME AVENUE	10453
SUS. 461 ALABAMA AVENUE. MWBE SITE A.	455 ALABAMA AVENUE	11207
SUTTER-GARDENS	560 BELMONT AVENUE	11207
SUTTER-GARDENS	475 HENDRIX STREET	11207
SUTTER-GARDENS	435 SCHENCK AVENUE	11207
SUTTER-GARDENS	520 BARBEY STREET	11207
SUTTER-GARDENS	825 BLAKE AVENUE	11207
SUTTER-GARDENS	845 BLAKE AVENUE	11207
SUTTER-GARDENS	380 SCHENCK AVENUE	11207
SUTTER-GARDENS	440 SCHENCK AVENUE	11207
SUTTER-GARDENS	815 SUTTER AVENUE	11207
SUTTER-GARDENS	820 SUTTER AVENUE	11207
SUTTER-GARDENS	825 SUTTER AVENUE	11207
SUTTER-GARDENS	390 SCHENCK AVENUE	11207
SUTTER-GARDENS	570 BELMONT AVENUE	11207
SUTTER-GARDENS	400 SCHENCK AVENUE	11207
SUTTER-GARDENS	830 SUTTER AVENUE	11207
SUTTER-GARDENS	485 HENDRIX STREET	11207
SUTTER-GARDENS	835 BLAKE AVENUE	11207
SUTTER-GARDENS	495 HENDRIX STREET	11207
SUTTER-GARDENS	450 SCHENCK AVENUE	11207
SUTTER-GARDENS	460 SCHENCK AVENUE	11207
SUTTER-GARDENS	855 BLAKE AVENUE	11207
SUTTER-GARDENS	445 SCHENCK AVENUE	11207
SUTTER-GARDENS	455 SCHENCK AVENUE	11207
SUTTER-GARDENS	840 SUTTER AVENUE	11207
SUTTER-GARDENS	850 SUTTER AVENUE	11207
SUTTER-GARDENS	530 BARBEY STREET	11207
SYDNEY HOUSE	839 TILDEN STREET	10467
Sam Burt Houses	2675 WEST 36 STREET	11224
San Miguel Residence aka Ryer Associates	2386 RYER AVENUE	10458
Scheuer House of Coney Island (20150028)	3601 SURF AVENUE	11224
Scott Tower (HDC)	3400 PAUL AVENUE	10468
Selfhelp. 6469 Broadway. Van Courtlandt Green	6469 BROADWAY	10471
Site A/Washington Heights	2036 AMSTERDAM AVENUE	10032
Smith Woodward Apartments (20150005)	1660 FULTON STREET	11213
Sons of Italy Apartments	2629 CROPSEY AVENUE	11214
St Barnabas Housing For The Elderly	535 EAST 182 STREET	10457
St. Albans Cycle Of Life	118-35 FARMERS BOULEVARD	11412
Stammtisch - Troutman	314 TROUTMAN STREET	11237
Story Avenue East	1530 STORY AVENUE	10473
Stuy Town Peter Cooper Village	240 1 AVENUE	10009
Stuy Town Peter Cooper Village	350 1 AVENUE	10010
Stuy Town Peter Cooper Village	271 AVENUE C	10009
Stuy Town Peter Cooper Village	277 AVENUE C	10009
Stuy Town Peter Cooper Village	281 AVENUE C	10009
Stuy Town Peter Cooper Village	309 AVENUE C	10009
Stuy Town Peter Cooper Village	315 AVENUE C	10009
Stuy Town Peter Cooper Village	435 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	447 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	505 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	521 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	535 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	605 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	635 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	647 EAST 14 STREET	10009
Stuy Town Peter Cooper Village	430 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	431 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	441 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	442 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	510 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	511 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	522 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	530 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	531 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	541 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	601 EAST 20 STREET	10010
Stuy Town Peter Cooper Village	610 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	622 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	420 EAST 23 STREET	10010
Stuy Town Peter Cooper Village	440 EAST 23 STREET	10010
Stuy Town Peter Cooper Village	510 EAST 23 STREET	10010
Stuy Town Peter Cooper Village	530 EAST 23 STREET	10010
Stuy Town Peter Cooper Village	270 1 AVENUE	10009
Stuy Town Peter Cooper Village	272 1 AVENUE	10009
Stuy Town Peter Cooper Village	280 1 AVENUE	10009
Stuy Town Peter Cooper Village	300 1 AVENUE	10009
Stuy Town Peter Cooper Village	310 1 AVENUE	10009
Stuy Town Peter Cooper Village	400 EAST 20 STREET	10009
Stuy Town Peter Cooper Village	360 1 AVENUE	10010
Stuy Town Peter Cooper Village	370 1 AVENUE	10010
Stuy Town Peter Cooper Village	390 1 AVENUE	10010
Stuy Town Peter Cooper Village	2 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	3 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	4 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	5 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	6 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	7 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	8 PETER COOPER ROAD	10010
Stuy Town Peter Cooper Village	1 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	11 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	12 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	18 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	2 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	5 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	6 STUYVESANT OVAL	10009
Stuy Town Peter Cooper Village	19 STUYVESANT OVAL	10009
Summit Ridge	950 SUMMIT AVENUE	10452
Sumpter Marcus LP II	510 CHAUNCEY STREET	11233
Sumpter Marcus LP II	516 CHAUNCEY STREET	11233
Sumpter Marcus LP II	408 MARCUS GARVEY BOULEVARD	11216
Sumpter Marcus LP II	348 SUMPTER STREET	11233
Surf 21 Harborview (20160249)	2920 WEST 21 STREET	11224
TAINO TOWERS.HUDMF.FY19	2385 2 AVENUE	10035
TAINO TOWERS.HUDMF.FY19	2391 2 AVENUE	10035
TAINO TOWERS.HUDMF.FY19	2243 3 AVENUE	10035
TAINO TOWERS.HUDMF.FY19	219 EAST 122 STREET	10035
TANYA TOWERS	620 EAST 13 STREET	10009
TBK902 - Shinda	1619 LINCOLN PLACE	11233
TBK902 - Shinda	25 MADISON STREET	11238
TBK902 - Shinda	354 SARATOGA AVENUE	11233
TBK902 - Shinda	1719 STERLING PLACE	11233
TBK902 - Shinda	1725 STERLING PLACE	11233
TBK902 - Shinda	1752 STERLING PLACE	11233
TBK902 - Shinda	163 SUYDAM STREET	11221
TBK905 - Bridge Street	342 14 STREET	11215
TBK905 - Bridge Street	633 HANCOCK STREET	11233
TBK905 - Bridge Street	248 MADISON STREET	11216
TBK905 - Bridge Street	250 MADISON STREET	11216
TBK905 - Bridge Street	941 PARK PLACE	11213
TBK905 - Bridge Street	969 PUTNAM AVENUE	11221
TBK905 - Bridge Street	915 ST MARKS AVENUE	11213
TBK905 - Bridge Street	971 ST MARKS AVENUE	11213
TBK905 - Bridge Street	973 ST MARKS AVENUE	11213
TBX1004 - FORDHAM BEDFORD - PARK GATES	2068 BATHGATE AVENUE	10457
TBX1004 - FORDHAM BEDFORD - PARK GATES	1854 MONROE AVENUE	10457
TBX1004 - FORDHAM BEDFORD - PARK GATES	4619 PARK AVENUE	10458
TBX1004 - FORDHAM BEDFORD - PARK GATES	2072 BATHGATE AVENUE	10457
TBX1004 - FORDHAM BEDFORD - PARK GATES	2078 BATHGATE AVENUE	10457
TBX602-Bronx Pro	1641 ANDREWS AVENUE SOUTH	10453
TBX901-RSE	625 JEFFERSON PLACE	10456
TBX901-RSE	3531 3 AVENUE	10456
TBX902 - Banana Kelly	753 DAWSON STREET	10455
TBX902 - Banana Kelly	914 SIMPSON STREET	10459
TBX907B- Belmont Arthur 2	2091 ARTHUR AVENUE	10457
TBX907B- Belmont Arthur 2	2131 CLINTON AVENUE	10457
TBX907B- Belmont Arthur 2	565 EAST 178 STREET	10457
TBX907B- Belmont Arthur 2	62 WEST TREMONT AVENUE	10453
TBX909-Erickson	1409 PROSPECT AVENUE	10459
TBX909-Erickson	66 WEST 176 STREET	10453
TBX909-Erickson	1770 TOWNSEND AVENUE	10453
TBX909-Erickson	62 WEST 176 STREET	10453
TBX910 - Lemle & Wolff	108 EAST 176 STREET	10453
TBX910 - Lemle & Wolff	1175 GERARD AVENUE	10452
TBX910 - Lemle & Wolff	760 HUNTS POINT AVENUE	10474
TBX910 - Lemle & Wolff	2292 LORING PLACE NORTH	10468
THE ARCHES	228 EAST 135 STREET	10451
THE ASTOR LIC	36-20 STEINWAY STREET	11101
THE BRIDGE. 3500 PARK AVE	3500 PARK AVENUE	10456
THE BRONXWOOD TOWER INC.HRP.FY19	855 EAST 233 STREET	10466
THE COVE 43-12 HUNTER STREET	43-12 HUNTER STREET	11101
THE CROWN	524 OCEAN VIEW AVENUE	11235
THE ELEVEN 11 APARTMENTS	1111 BEDFORD AVENUE	11216
THE FREDERICK	2395 FREDERICK DOUGLASS BOULEVARD	10027
THE GILBERT	1912 1 AVENUE	10029
THE GRAND	225 EAST 179 STREET	10457
THE GRAND	220 EAST 178 STREET	10457
THE GRAND	2189 MORRIS AVENUE	10453
THE HUB	333 SCHERMERHORN STREET	11217
THE HYLAND	196 21 STREET	11232
THE LOIS	350 CLARKSON AVENUE	11226
THE MILO	855 GRAND STREET	11211
THE PEARL	349 WEST 141 STREET	10030
THE RENNIE CONDOMINIUM	2351 7 AVENUE	10030
THE ROBESON	100 WEST 131 STREET	10027
THE ROOSEVELT	40-07 73 STREET	11377
THE STACK	4857 BROADWAY	10034
THE STRAND	18-68 TROUTMAN STREET	11385
THE SUTTON	963 1 AVENUE	10022
THE URBAN	144-74 NORTHERN BOULEVARD	11354
THE VITAGRAPH APARTMENTS	1277 EAST 14 STREET	11230
THEHUTCHINSONPARKWAYAPARTMENTS,INC.HRP.FY17	1950 HUTCH RIVER PARKWAY EAST	10461
THESSALONIA MANOR	960 PROSPECT AVENUE	10459
THESSALONICA COURT APARTMENTS	350 ST ANNS AVENUE	10454
THREE TWO ONE	321 WYTHE AVENUE	11249
TILDEN TOWERS HOUSING CO. INC.	3511 BARNES AVENUE	10467
TLK Manor	944 ROGERS PLACE	10459
TLK Manor	917 WESTCHESTER AVENUE	10459
TMN209G-2 - 640 RIVERSIDE	640 RIVERSIDE DRIVE	10031
TMN601B - MDG	503 WEST 174 STREET	10033
TMN903 - Lemle & Wolff	31 WEST 129 STREET	10027
TMN903 - Lemle & Wolff	39 WEST 129 STREET	10027
TMN903 - Lemle & Wolff	43 WEST 129 STREET	10027
TMN903 - Lemle & Wolff	53 WEST 129 STREET	10027
TMN904 - PRECISE	244 LENOX AVENUE	10027
TMN904 - PRECISE	23 WEST 119 STREET	10026
TMN904 - PRECISE	157 WEST 122 STREET	10027
TMN904 - PRECISE	410 WEST 128 STREET	10027
TMN904 - PRECISE	116 WEST 129 STREET	10027
TMN904 - PRECISE	111 WEST 131 STREET	10027
TMN904 - PRECISE	120 WEST 129 STREET	10027
TMN906 - NMIC	273 WADSWORTH AVENUE	10033
TQN1003 ROCKAWAY III A	14-15 MOTT AVENUE	11691
TRACEY TOWERS.HRP.FY18	20 WEST MOSHOLU PARKWAY SOUTH	
TRACEY TOWERS.HRP.FY18	40 WEST MOSHOLU PARKWAY SOUTH	
TREE OF LIFE	89-48 164 STREET	11432
TRI-BLOCK	221 ASHLAND PLACE	11217
TRI-BLOCK	36 FT GREENE PLACE	11217
TRI-BLOCK	56 FT GREENE PLACE	11217
TRI-BLOCK	35 ST FELIX STREET	11217
TRI-BLOCK	42 ST FELIX STREET	11217
TRI-BLOCK	51 ST FELIX STREET	11217
TRIPLE HDFC.HPO.FY19	2232 1 AVENUE	10029
TRIPLE HDFC.HPO.FY19	2295 1 AVENUE	10035
TRIPLE HDFC.HPO.FY19	235 EAST 105 STREET	10029
TROUTMAN STREET APARTMENTS	31 TROUTMAN STREET	11206
TSINY. 161-01 89TH AVENUE. MONICA HOUSE	161-09 89 AVENUE	11432
TWEEMILL HOUSE HDFC	2089 LEXINGTON AVENUE	10035
TWIN PARKS TERRACE	373 EAST 183 STREET	10458
TWO BLUE SLIP	2 BLUE SLIP	11222
TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E	1490 SOUTHERN BOULEVARD	10460
Tahl-Propp - AIMCO	400 ST NICHOLAS AVENUE	10027
Tahl-Propp - AIMCO	24 WEST 111 STREET	10026
Tahl-Propp - AIMCO	32 WEST 111 STREET	10026
Tahl-Propp - AIMCO	40 WEST 111 STREET	10026
Tahl-Propp - AIMCO	46 WEST 111 STREET	10026
Tahl-Propp - AIMCO	52 WEST 111 STREET	10026
Tahl-Propp - AIMCO	8 WEST 111 STREET	10026
Tahl-Propp - AIMCO	602 WEST 135 STREET	10031
Tahl-Propp - AIMCO	618 WEST 135 STREET	10031
Tahl-Propp - AIMCO	2411 FREDERICK DOUGAL BOULEVARD	
Tahl-Propp - AIMCO	608 WEST 135 STREET	10031
Tahl-Propp - AIMCO	614 WEST 135 STREET	10031
